moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,uvIndex,visibility,weatherCode,winddirDegree,windspeedKmph,hourofday,dayofweek,month,year,dayofyear,is_holiday,y,y_pred_lstm,y_pred_prophet,y_pred_xgb
10,15,19,20,19,9,85,79,0.0,1018,19,1,10,119,344,5,21,0,9,2023,254,0,6060,5784.8726,6049.558081697652,5756.7803
10,16,20,20,20,12,29,72,0.0,1019,20,1,2,116,54,7,20,0,9,2023,254,0,6493,6579.436,6203.322792238034,6165.49
10,15,21,22,21,7,100,76,0.1,1018,21,1,10,176,59,5,19,0,9,2023,254,0,6789,6614.595,6537.654135342103,6402.033
10,15,21,22,21,3,80,67,0.1,1018,21,1,10,176,231,3,18,0,9,2023,254,0,6839,6695.2935,6583.423942140583,6272.0713
10,15,25,25,23,15,12,56,0.0,1019,23,6,10,113,118,12,17,0,9,2023,254,0,6982,7132.824,7492.247840128139,6798.0303
10,14,25,25,24,14,47,56,0.0,1018,24,6,10,116,117,12,16,0,9,2023,254,0,7181,7289.477,7012.471799136523,6943.5903
10,14,25,25,23,15,20,58,0.0,1018,23,6,10,113,123,13,15,0,9,2023,254,0,7207,7139.599,7248.135839730458,6791.4785
10,15,25,25,23,14,11,53,0.0,1019,23,6,10,113,126,12,14,0,9,2023,254,0,7156,7181.4683,7247.800288289294,6844.11
10,15,25,25,23,13,24,59,0.0,1019,23,6,10,113,133,12,13,0,9,2023,254,0,7082,7161.5103,7277.152013366115,6848.3423
10,14,24,24,22,11,30,60,0.0,1019,22,6,10,116,139,10,12,0,9,2023,254,0,7058,6979.134,7297.948860228383,6764.896
10,15,22,23,22,9,61,65,0.0,1020,22,6,10,116,133,8,11,0,9,2023,254,0,6966,6940.8364,6676.947455016548,6612.082
10,13,21,22,21,5,21,62,0.0,1020,21,6,10,113,130,4,10,0,9,2023,254,0,6790,6557.64,6570.287789046828,6501.338
10,13,20,20,20,4,18,66,0.0,1019,20,5,10,113,153,3,9,0,9,2023,254,0,6477,6217.6465,6223.676703618588,6099.644
10,14,19,19,19,2,64,76,0.0,1020,19,4,10,119,139,1,8,0,9,2023,254,0,6120,6073.0464,5994.531629401986,5728.0776
10,12,18,18,18,1,16,71,0.0,1019,18,5,10,113,265,1,7,0,9,2023,254,0,5880,5913.4097,5778.366944040553,5510.243
10,12,17,17,17,1,16,70,0.0,1018,17,5,10,113,296,1,6,0,9,2023,254,0,5537,5733.522,5488.8875253195,5168.168
10,13,18,18,18,5,66,72,0.0,1019,18,1,10,119,338,3,5,0,9,2023,254,0,5058,5072.61,4831.231237352247,4761.2065
10,12,18,18,18,7,14,69,0.0,1019,18,1,10,113,322,4,4,0,9,2023,254,0,4594,4896.8037,4551.780623985389,4374.0034
10,12,18,18,18,6,15,68,0.0,1018,18,1,10,113,332,3,3,0,9,2023,254,0,4401,4814.3145,4470.387396628321,4091.6448
10,13,18,18,18,4,58,69,0.0,1019,18,1,10,116,346,2,2,0,9,2023,254,0,4397,4729.5063,4553.313159974747,4182.469
10,12,19,19,19,9,17,68,0.0,1018,19,1,10,113,335,5,1,0,9,2023,254,0,4471,4712.989,4521.970876657583,4216.882
10,13,19,19,19,10,17,68,0.0,1018,19,1,10,113,327,6,0,0,9,2023,254,0,4616,4691.821,4678.031512956018,4366.282
18,16,19,19,19,5,92,79,0.0,1019,19,1,10,122,57,3,23,6,9,2023,253,0,4903,5101.1797,4831.133979407969,4780.539
18,16,20,20,20,6,34,84,0.0,1018,20,1,10,116,86,4,22,6,9,2023,253,0,5269,5259.7593,5086.18249910833,5102.8447
18,16,19,19,19,10,49,82,0.0,1018,19,1,10,116,97,7,21,6,9,2023,253,0,5688,5360.9976,5401.9099458293695,5366.779
18,16,20,20,20,12,100,76,0.0,1019,20,1,10,122,107,9,20,6,9,2023,253,0,6044,5718.062,5742.241747700461,5783.793
18,15,20,20,20,10,33,74,0.0,1018,20,1,10,116,101,8,19,6,9,2023,253,0,6304,5675.567,5819.966396600214,5758.2485
18,15,21,21,21,10,32,71,0.0,1018,21,1,10,116,115,8,18,6,9,2023,253,0,6232,5776.2095,5827.587438344284,5982.2163
18,16,21,22,21,11,72,71,0.0,1019,21,5,10,119,121,9,17,6,9,2023,253,0,6274,6167.364,6311.145000433861,5915.0293
18,15,21,22,21,13,28,65,0.0,1018,21,6,10,116,120,10,16,6,9,2023,253,0,6332,6029.677,6199.606422704935,5828.304
18,14,22,24,22,14,28,63,0.0,1018,22,6,10,116,105,12,15,6,9,2023,253,0,6213,6120.7275,6161.881130084622,5894.8896
18,16,22,23,22,14,78,72,0.0,1019,22,5,10,119,98,13,14,6,9,2023,253,0,6114,6143.3887,6001.079210989199,5677.53
18,14,21,22,21,16,31,61,0.0,1019,21,6,10,116,95,14,13,6,9,2023,253,0,6114,5861.379,6017.158866690847,5654.61
18,14,21,24,21,15,33,60,0.0,1019,21,6,10,116,92,13,12,6,9,2023,253,0,6060,5898.6987,6218.026069193275,5701.6143
18,15,21,22,21,14,89,77,0.0,1020,21,5,10,122,89,13,11,6,9,2023,253,0,5996,5720.1943,5972.771288497161,5805.7275
18,13,20,20,20,13,43,61,0.0,1019,20,5,10,116,66,11,10,6,9,2023,253,0,5734,5553.974,5730.598563848792,5709.6514
18,13,20,22,20,14,33,65,0.0,1019,20,5,10,116,45,11,9,6,9,2023,253,0,5426,5448.349,5753.5423170351605,5545.9644
18,15,19,19,19,15,100,84,0.0,1020,19,4,10,122,33,10,8,6,9,2023,253,0,5044,5212.2847,5361.8545126366325,5332.06
18,13,18,18,18,17,27,74,0.0,1018,18,5,10,116,34,9,7,6,9,2023,253,0,4732,4867.608,5103.234549275527,4763.636
18,13,18,18,18,17,23,74,0.0,1018,18,5,10,113,42,9,6,6,9,2023,253,0,4425,4755.145,4826.096919701375,4365.032
18,15,18,18,18,16,100,88,0.0,1020,18,1,10,122,29,9,5,6,9,2023,253,0,4332,4580.1113,4245.119403635696,4465.6772
18,13,17,17,17,16,19,73,0.0,1018,17,1,10,113,20,9,4,6,9,2023,253,0,4231,4387.621,3930.538078815965,4186.953
18,13,18,18,18,14,20,73,0.0,1018,18,1,10,113,14,8,3,6,9,2023,253,0,4232,4360.3345,3876.34293262065,4251.5347
18,14,18,18,18,14,100,82,0.0,1020,18,1,10,122,2,8,2,6,9,2023,253,0,4243,4382.1177,3997.7128105069287,4347.0454
18,13,18,18,18,15,18,72,0.0,1019,18,1,10,113,9,8,1,6,9,2023,253,0,4363,4229.41,3976.058355036184,4416.326
18,14,19,19,19,15,21,71,0.0,1019,19,1,10,113,10,9,0,6,9,2023,253,0,4542,4379.893,4166.763417107935,4552.144
25,13,19,19,19,21,62,72,0.0,1022,19,1,10,116,356,13,23,5,9,2023,252,0,4779,5139.865,4491.069153228783,4725.0786
25,12,18,19,18,17,9,63,0.0,1020,18,1,10,113,356,10,22,5,9,2023,252,0,5065,5217.47,4885.4794100864565,5048.8027
25,12,19,19,19,11,10,63,0.0,1020,19,1,10,113,354,7,21,5,9,2023,252,0,5361,5536.288,5235.15155238443,5360.8735
25,12,19,20,19,1,55,69,0.0,1022,19,1,10,116,229,1,20,5,9,2023,252,0,5626,5678.1816,5783.894171089482,5393.6533
25,13,20,20,20,8,11,59,0.0,1019,20,1,10,113,168,5,19,5,9,2023,252,0,5786,5959.275,5756.623419092658,5775.667
25,13,21,22,21,10,11,57,0.0,1019,21,1,10,113,158,8,18,5,9,2023,252,0,5746,6050.2686,5835.31453607396,5840.053
25,12,21,23,21,12,97,66,0.0,1022,21,5,10,122,154,9,17,5,9,2023,252,0,5756,6298.798,6373.616108932301,5763.73
25,13,20,21,20,10,7,55,0.0,1019,20,5,10,113,143,9,16,5,9,2023,252,0,5786,6127.22,6061.957807988496,5818.2485
25,13,22,23,22,9,6,56,0.0,1020,22,6,10,113,130,8,15,5,9,2023,252,0,5764,6362.755,6143.82523362956,5898.0034
25,11,21,22,21,9,100,67,0.0,1022,21,5,10,122,113,8,14,5,9,2023,252,0,5768,6173.913,6101.433912322275,5678.0186
25,13,19,19,19,7,5,57,0.0,1021,19,5,10,113,93,6,13,5,9,2023,252,0,5811,5898.5767,5969.955178656563,5714.5547
25,12,20,22,20,7,5,58,0.0,1021,20,5,10,113,73,6,12,5,9,2023,252,0,5864,5957.219,6174.628596399255,5755.8125
25,10,19,19,19,8,100,67,0.0,1022,19,4,10,122,60,7,11,5,9,2023,252,0,5873,5699.7563,5932.540323865407,5733.4507
25,11,17,17,17,9,8,64,0.0,1021,17,5,10,113,31,8,10,5,9,2023,252,0,5728,5413.971,5856.869539646223,5461.012
25,11,17,17,17,11,13,70,0.0,1021,17,5,10,113,18,9,9,5,9,2023,252,0,5453,5275.3315,5728.872258787365,5317.2495
25,10,15,16,15,12,57,73,0.0,1021,16,5,10,116,16,9,8,5,9,2023,252,0,5162,5098.0845,5727.40545399403,5039.0986
25,11,14,15,14,14,13,78,0.0,1020,15,4,10,113,11,9,7,5,9,2023,252,0,4899,4889.2925,5328.924014652033,4774.09
25,11,15,15,15,15,25,77,0.0,1019,15,5,10,113,12,10,6,5,9,2023,252,0,4639,4820.1846,5040.347321233003,4569.308
25,11,15,15,15,15,15,79,0.0,1019,15,1,10,113,24,10,5,5,9,2023,252,0,4470,4510.95,4348.545525159871,4370.635
25,12,14,15,14,17,40,76,0.0,1019,15,1,10,116,15,12,4,5,9,2023,252,0,4342,4439.0874,4355.837710670681,4217.857
25,12,16,16,16,17,36,76,0.0,1018,16,1,10,116,8,11,3,5,9,2023,252,0,4285,4444.9883,4156.727901044298,4266.4917
25,12,16,16,16,18,4,81,0.0,1019,16,1,10,113,355,12,2,5,9,2023,252,0,4354,4286.0034,4188.40537571906,4346.4434
25,12,15,16,15,17,24,74,0.0,1018,16,1,10,113,358,12,1,5,9,2023,252,0,4461,4220.668,4468.363069660101,4433.333
25,12,17,17,17,19,24,73,0.0,1018,17,1,10,113,354,14,0,5,9,2023,252,0,4582,4290.278,4490.397222343216,4609.4536
33,11,17,17,17,19,95,75,0.0,1019,17,1,10,122,357,14,23,4,9,2023,251,0,4875,4863.6504,4869.191729203083,4939.9463
33,13,18,18,18,22,47,67,0.0,1016,18,1,10,116,354,15,22,4,9,2023,251,0,5167,5344.593,5176.9045780098,5149.878
33,13,20,20,20,23,44,65,0.0,1016,20,1,10,116,355,16,21,4,9,2023,251,0,5575,5875.3896,5564.785750039857,5731.198
33,13,20,20,20,23,95,73,0.0,1017,20,1,10,122,349,15,20,4,9,2023,251,0,5912,5992.7627,5961.97223618013,6229.549
33,15,20,21,20,15,52,59,0.0,1014,20,1,10,116,342,10,19,4,9,2023,251,0,6142,6277.1025,6285.558832656567,6322.942
33,15,24,24,23,8,58,56,0.0,1014,23,1,10,116,316,6,18,4,9,2023,251,0,6157,6570.939,6702.224276338928,6390.3984
33,14,23,23,22,4,100,77,0.0,1016,22,5,10,122,277,3,17,4,9,2023,251,0,6276,6685.6436,7145.497386773233,6218.154
33,15,20,21,20,3,76,57,0.0,1013,20,5,10,119,264,3,16,4,9,2023,251,0,6506,6475.284,6698.227407580055,6072.5586
33,15,24,24,23,4,93,58,0.0,1013,23,5,10,122,237,3,15,4,9,2023,251,0,6533,6974.9624,6960.027483302518,6528.827
33,13,21,23,21,5,100,77,0.0,1015,21,5,10,122,250,4,14,4,9,2023,251,0,6527,6485.1445,6706.811374872284,6272.737
33,14,19,20,19,5,38,59,0.0,1014,19,5,10,116,275,5,13,4,9,2023,251,0,6581,6225.7305,6560.896166740661,6333.813
33,14,21,23,21,8,75,62,0.0,1014,21,5,10,119,304,7,12,4,9,2023,251,0,6697,6492.4097,6708.045515690384,6316.316
33,13,20,21,20,11,100,81,0.0,1014,20,4,10,122,321,9,11,4,9,2023,251,0,6574,6077.354,6460.670663578905,6407.926
33,14,18,18,18,13,68,70,0.0,1013,18,4,10,119,330,12,10,4,9,2023,251,0,6481,5880.85,6219.528495574678,6264.503
33,14,19,19,19,14,57,75,0.0,1013,19,5,10,116,330,12,9,4,9,2023,251,0,6251,5933.5894,6202.154323220082,6371.5703
33,14,18,18,18,16,98,82,0.0,1012,18,4,10,122,331,13,8,4,9,2023,251,0,6081,5705.315,5915.757656922811,6185.598
33,14,17,17,17,18,43,82,0.0,1012,17,5,10,116,327,13,7,4,9,2023,251,0,5917,5572.264,5711.202749783535,5818.747
33,14,17,17,17,20,36,83,0.0,1011,17,5,10,116,323,15,6,4,9,2023,251,0,5711,5464.85,5404.661358699562,5418.121
33,15,18,18,18,24,84,84,0.0,1011,18,1,10,119,323,18,5,4,9,2023,251,0,5235,5036.752,4736.823259165851,5152.3784
33,15,18,18,18,23,75,83,0.0,1010,18,1,10,119,324,17,4,4,9,2023,251,0,4891,4939.1265,4566.324570844482,4773.2515
33,16,19,19,19,21,95,84,0.0,1009,19,1,10,122,328,15,3,4,9,2023,251,0,4754,5017.545,4559.402944409254,4655.249
33,18,19,19,19,20,91,93,0.0,1009,19,1,10,122,327,14,2,4,9,2023,251,0,4827,4989.036,4605.878711107662,4777.948
33,17,20,20,20,19,26,84,0.0,1008,20,1,10,116,324,13,1,4,9,2023,251,0,4942,4922.203,4629.684893857261,4823.034
33,17,21,21,21,17,26,82,0.0,1008,21,1,10,116,331,12,0,4,9,2023,251,0,5170,5010.4365,4831.525689183624,4984.0723
40,21,22,23,22,5,48,86,0.0,1008,22,1,9,116,341,3,23,3,9,2023,250,0,5500,6127.356,5447.400685935258,5449.746
40,20,25,25,23,1,49,90,0.0,1007,23,1,10,116,159,1,22,3,9,2023,250,0,5978,6441.6055,6454.6353443123535,6385.7163
40,20,25,25,23,8,89,86,0.6,1007,23,1,9,176,164,4,21,3,9,2023,250,0,6592,6750.266,6818.397257124533,6535.5947
40,20,26,26,24,12,24,75,0.0,1007,24,1,7,113,205,6,20,3,9,2023,250,0,7225,7143.4697,7046.08202612068,6985.744
40,19,27,27,25,9,77,70,1.1,1006,25,1,9,176,216,5,19,3,9,2023,250,0,7675,7206.059,7259.249022635211,7210.421
40,20,28,28,26,5,50,66,1.3,1006,26,1,10,353,224,3,18,3,9,2023,250,0,7871,7213.689,7353.015969616156,7479.075
40,20,28,28,27,5,52,64,1.2,1007,27,6,7,353,250,3,17,3,9,2023,250,0,7991,8006.278,7485.599347732739,7720.561
40,20,29,29,27,3,89,66,1.6,1006,27,6,9,176,263,1,16,3,9,2023,250,0,8275,8187.4614,7710.293798973338,7807.57
40,20,28,28,27,4,84,68,1.7,1006,27,6,9,176,224,3,15,3,9,2023,250,0,8357,8072.4946,7203.669371568564,7735.768
40,21,29,29,27,12,40,67,0.0,1007,27,7,7,116,201,7,14,3,9,2023,250,0,8190,8405.303,7626.2242588896925,7670.193
40,20,29,29,27,12,89,68,0.2,1006,27,6,9,176,196,9,13,3,9,2023,250,0,8441,8175.542,7544.437986798111,7998.0757
40,20,28,28,26,12,11,67,0.0,1006,26,7,10,113,217,10,12,3,9,2023,250,0,8512,7953.1963,7544.979169003078,7682.0186
40,21,27,27,25,14,40,78,0.0,1007,25,7,10,116,221,12,11,3,9,2023,250,0,8226,7795.693,7532.175215859249,7697.6953
40,20,26,26,24,15,65,83,0.0,1006,24,5,10,119,214,12,10,3,9,2023,250,0,7899,7297.493,7223.346932224244,7275.555
40,20,25,25,23,14,84,88,0.1,1006,23,5,10,176,207,10,9,3,9,2023,250,0,7721,7094.276,7144.712237307715,6707.2354
40,20,22,24,22,12,36,92,0.0,1007,22,6,10,116,214,8,8,3,9,2023,250,0,7489,6857.601,6439.121220108746,6550.4297
40,20,22,24,22,12,56,91,0.1,1006,22,5,10,176,214,7,7,3,9,2023,250,0,7072,6694.884,6127.646765939545,6479.0264
40,20,22,24,22,10,33,88,0.0,1006,22,6,10,116,198,6,6,3,9,2023,250,0,6681,6798.9756,5945.545316672955,6004.654
40,20,22,24,22,10,21,91,0.0,1006,22,1,5,113,217,6,5,3,9,2023,250,0,6188,5824.7905,5147.023429263432,5717.1514
40,20,25,25,22,15,78,87,0.1,1006,22,1,10,176,236,9,4,3,9,2023,250,0,5819,5963.797,5940.066248928468,5431.444
40,20,25,25,22,15,89,86,0.2,1005,22,1,9,176,244,7,3,3,9,2023,250,0,5685,5966.9565,5893.485357922938,5292.0317
40,20,25,25,23,37,4,88,0.0,1007,23,1,10,113,251,21,2,3,9,2023,250,0,5725,5607.397,5194.264001844893,5378.026
40,19,25,25,23,33,71,76,0.2,1006,23,1,9,176,214,17,1,3,9,2023,250,0,5859,5756.314,5418.748891808984,5443.0605
40,18,26,26,24,26,12,65,0.0,1006,24,1,10,113,215,13,0,3,9,2023,250,0,6207,5652.37,5570.458997043524,5254.5493
48,21,27,27,25,28,16,81,0.0,1007,25,1,9,113,221,15,23,2,9,2023,249,0,6586,7013.112,5892.769351238235,6395.141
48,18,27,27,25,27,84,67,0.2,1007,25,1,9,176,208,14,22,2,9,2023,249,0,7117,7162.164,6302.480095706197,6494.4316
48,18,27,27,26,28,76,66,0.3,1007,26,1,9,176,207,14,21,2,9,2023,249,0,7742,7372.1216,6285.782610642422,6690.9795
48,21,28,28,27,31,24,68,0.0,1008,27,1,9,113,218,15,20,2,9,2023,249,0,8200,7643.4106,6560.361179026651,7650.9336
48,17,30,30,28,31,85,50,0.1,1006,28,1,10,176,230,17,19,2,9,2023,249,0,8533,7791.839,7120.107180510304,8074.8335
48,17,31,31,30,35,23,44,0.0,1006,30,1,10,113,232,21,18,2,9,2023,249,0,8594,7816.737,6624.072861892227,8155.473
48,23,32,32,30,35,32,67,0.0,1008,30,8,10,116,212,21,17,2,9,2023,249,0,8822,9103.583,7801.503292279943,8104.7534
48,19,33,33,30,34,21,48,0.0,1007,30,8,10,113,189,20,16,2,9,2023,249,0,9193,9012.813,7997.414543810205,8698.193
48,19,33,33,31,31,25,51,0.0,1007,31,8,10,113,172,18,15,2,9,2023,249,0,9282,9136.899,7578.772331825698,8699.631
48,24,33,33,30,29,18,65,0.0,1010,30,8,9,113,176,18,14,2,9,2023,249,0,9250,9222.888,8017.601796363611,8405.198
48,20,33,33,30,23,73,57,0.2,1009,30,6,9,176,177,15,13,2,9,2023,249,0,9227,8906.539,7881.825586081512,8485.036
48,20,31,31,28,20,72,61,0.2,1010,28,6,9,176,183,13,12,2,9,2023,249,0,9153,8547.474,7913.893056685933,8373.519
48,22,30,30,27,18,49,75,0.0,1011,27,7,9,116,197,12,11,2,9,2023,249,0,9019,8500.779,8005.324301903659,8219.8545
48,20,29,29,26,14,18,67,0.0,1011,26,7,10,113,204,9,10,2,9,2023,249,0,8738,8148.6123,7903.169270276685,8046.9507
48,20,27,27,25,13,20,70,0.0,1011,25,7,10,113,221,8,9,2,9,2023,249,0,8421,7874.244,7400.957719066194,7692.919
48,20,26,26,24,13,5,89,0.0,1012,24,6,10,113,239,8,8,2,9,2023,249,0,7894,7347.2524,7071.977949338723,7416.87
48,18,25,25,23,16,17,75,0.0,1011,23,6,10,113,244,8,7,2,9,2023,249,0,7374,7197.2144,6792.9418893658585,6922.7466
48,18,25,25,23,17,13,72,0.0,1011,23,6,10,113,247,8,6,2,9,2023,249,0,6829,7146.6104,6518.458004430003,6408.9404
48,21,25,25,23,17,1,93,0.0,1012,23,1,10,113,244,8,5,2,9,2023,249,0,6254,5880.9683,5729.920321740767,6076.571
48,18,25,25,23,14,7,68,0.0,1011,23,1,10,113,249,7,4,2,9,2023,249,0,5861,5780.6577,5543.30686382556,5244.8135
48,18,26,26,24,14,10,66,0.0,1012,24,1,10,113,262,6,3,2,9,2023,249,0,5707,5862.195,5493.806473575591,5079.5605
48,22,26,26,24,17,0,90,0.0,1013,24,1,10,113,257,8,2,2,9,2023,249,0,5859,5775.9985,5512.630663040965,5613.529
48,17,26,26,25,17,14,62,0.0,1012,25,1,10,113,260,8,1,2,9,2023,249,0,6112,5735.9624,5179.185636773828,5144.5728
48,18,27,27,26,21,13,61,0.0,1012,26,1,10,113,270,10,0,2,9,2023,249,0,6386,5837.9473,5338.869990650375,5589.5874
55,23,28,28,26,21,2,82,0.0,1014,26,1,10,113,266,10,23,1,9,2023,248,0,6848,7205.941,6067.063163753795,6409.9014
55,18,29,29,27,24,14,55,0.0,1012,27,1,10,113,269,12,22,1,9,2023,248,0,7454,7403.2207,6326.5185418474175,6758.5605
55,18,30,30,28,24,12,52,0.0,1012,28,1,10,113,257,12,21,1,9,2023,248,0,8031,7680.6455,6700.501333442902,7310.8735
55,22,31,31,29,22,36,71,0.0,1013,29,1,10,116,227,10,20,1,9,2023,248,0,8540,8082.804,7125.901500941275,7944.6675
55,18,32,32,30,21,8,49,0.0,1011,30,1,10,113,186,10,19,1,9,2023,248,0,8833,7992.064,7208.872405587619,7994.0312
55,19,33,33,31,19,9,46,0.0,1011,31,1,10,113,174,9,18,1,9,2023,248,0,8851,8093.638,7259.283310033338,7949.0747
55,22,34,34,32,15,57,59,0.0,1013,32,8,10,116,188,8,17,1,9,2023,248,0,9017,9424.036,8097.130317172179,8267.655
55,19,35,35,32,14,8,43,0.0,1011,32,8,10,113,202,8,16,1,9,2023,248,0,9224,9304.093,8250.694328509388,8147.6885
55,19,35,35,33,12,8,43,0.0,1012,33,8,10,113,194,8,15,1,9,2023,248,0,9239,9402.095,7805.954946129821,8197.261
55,23,35,35,32,14,0,55,0.0,1014,32,8,10,113,195,8,14,1,9,2023,248,0,9222,9459.956,8204.448393523984,8378.185
55,19,36,36,32,14,0,47,0.0,1013,32,8,10,113,196,9,13,1,9,2023,248,0,9156,9366.312,8533.411368928195,8299.079
55,19,32,32,30,13,0,50,0.0,1013,30,8,10,113,204,8,12,1,9,2023,248,0,9093,8870.44,7781.731424377167,8335.245
55,22,31,31,29,12,2,58,0.0,1015,29,7,10,113,212,8,11,1,9,2023,248,0,8860,8655.63,7689.687729817545,8048.605
55,18,31,31,28,12,0,58,0.0,1014,28,7,10,113,201,8,10,1,9,2023,248,0,8637,8377.792,7921.345282066512,7998.272
55,18,27,27,25,11,0,64,0.0,1014,25,6,10,113,211,7,9,1,9,2023,248,0,8313,7602.225,7279.5403522962115,7125.484
55,19,25,25,23,14,0,89,0.0,1015,23,6,10,113,202,6,8,1,9,2023,248,0,7746,7231.449,7081.401792912844,6561.165
55,17,22,24,22,12,0,72,0.0,1013,22,6,10,113,197,6,7,1,9,2023,248,0,7120,6874.1675,6217.13072918617,6094.5195
55,17,25,25,22,10,0,70,0.0,1013,22,6,10,113,239,5,6,1,9,2023,248,0,6502,7004.0425,6932.9189745867925,5725.607
55,20,25,25,22,12,0,92,0.0,1014,22,1,10,113,255,6,5,1,9,2023,248,0,5886,5691.14,6141.120974616888,6022.6904
55,17,25,25,22,13,0,68,0.0,1013,22,1,10,113,262,6,4,1,9,2023,248,0,5433,5597.563,5922.613710633417,4822.2993
55,17,25,25,23,14,0,66,0.0,1012,23,1,10,113,261,7,3,1,9,2023,248,0,5303,5585.358,5449.800862266295,4813.8906
55,21,25,25,24,15,0,88,0.0,1013,24,1,10,113,256,7,2,1,9,2023,248,0,5416,5588.142,5137.844210516286,5452.961
55,17,26,26,24,16,0,66,0.0,1012,24,1,10,113,249,8,1,1,9,2023,248,0,5610,5611.9507,5534.5813849139,4990.216
55,17,26,26,25,16,0,64,0.0,1012,25,1,10,113,249,8,0,1,9,2023,248,0,5915,5644.9497,5334.19796439397,5314.546
63,22,27,27,26,21,0,79,0.0,1013,26,1,10,113,245,10,23,0,9,2023,247,1,6330,6708.999,5659.627969983704,6185.4775
63,17,28,28,27,19,0,57,0.0,1012,27,1,10,113,253,9,22,0,9,2023,247,1,6869,6768.106,5958.926489695221,6582.9536
63,17,29,29,28,15,0,54,0.0,1011,28,1,10,113,280,7,21,0,9,2023,247,1,7353,6992.9204,6369.371068024055,7073.408
63,21,30,30,29,21,0,64,0.0,1011,29,1,10,113,304,10,20,0,9,2023,247,1,7831,7307.404,6686.096360391067,7630.828
63,16,32,32,30,28,4,41,0.0,1010,30,1,10,113,302,14,19,0,9,2023,247,1,8095,7213.2837,7108.6141721419,7661.983
63,15,33,33,32,31,7,34,0.0,1010,32,1,10,113,292,17,18,0,9,2023,247,1,8090,7283.4224,6698.708815798016,7689.597
63,24,35,35,33,33,0,54,0.0,1010,33,8,10,113,285,20,17,0,9,2023,247,1,8265,8319.085,7853.821753441433,7717.5474
63,13,37,37,34,35,22,28,0.0,1009,34,8,10,113,280,21,16,0,9,2023,247,1,8323,8535.115,7965.856208764147,7800.042
63,13,34,34,34,32,21,28,0.0,1009,34,8,10,113,273,20,15,0,9,2023,247,1,8266,8229.677,6754.6285675491135,7721.9644
63,23,35,35,33,29,0,55,0.0,1011,33,8,10,113,267,19,14,0,9,2023,247,1,8135,8107.4536,7619.253381199354,7877.08
63,14,35,35,32,25,24,32,0.0,1010,32,8,10,113,264,17,13,0,9,2023,247,1,7961,8083.631,7940.223502059808,7747.37
63,14,31,31,31,23,34,37,0.0,1010,31,8,10,116,267,15,12,0,9,2023,247,1,7775,7680.3247,6837.3248339986,7817.046
63,22,30,30,29,22,2,63,0.0,1011,29,7,10,113,259,13,11,0,9,2023,247,1,7519,7397.225,7150.975873701138,7283.907
63,15,30,30,28,18,10,44,0.0,1011,28,7,10,113,260,11,10,0,9,2023,247,1,7115,7158.934,7391.212633656372,7132.1772
63,15,27,27,26,17,4,52,0.0,1010,26,7,10,113,237,10,9,0,9,2023,247,1,6619,6623.491,6848.693490856476,6689.552
63,18,25,25,24,23,15,82,0.0,1011,24,6,10,113,233,11,8,0,9,2023,247,1,5991,6263.0347,6533.998420822782,6152.653
63,15,22,24,22,24,9,59,0.0,1010,22,6,10,113,236,12,7,0,9,2023,247,1,5371,5898.699,5996.967837164727,5219.655
63,15,24,24,23,21,23,58,0.0,1009,23,6,10,113,240,10,6,0,9,2023,247,1,4916,6136.269,5971.759859024704,4947.799
63,18,24,24,23,21,15,81,0.0,1010,23,1,10,113,250,10,5,0,9,2023,247,1,4812,5315.1504,5177.755789157284,5122.014
63,16,23,23,22,22,48,64,0.0,1009,22,1,10,116,239,10,4,0,9,2023,247,1,4806,5245.0737,4986.338351453257,4398.1787
63,17,25,25,23,23,31,65,0.0,1009,23,1,10,116,233,11,3,0,9,2023,247,1,4828,5452.9287,5261.964323009812,4528.2363
63,18,25,25,23,27,12,80,0.0,1009,23,1,10,113,222,13,2,0,9,2023,247,1,4928,5332.5034,5209.092589475373,4587.58
63,16,25,25,23,26,41,60,0.0,1010,23,1,10,116,218,13,1,0,9,2023,247,1,5105,5420.901,5303.0350834818655,4548.8955
63,15,26,26,24,27,40,54,0.0,1010,24,1,10,116,216,13,0,0,9,2023,247,1,5372,5563.786,5454.5052608767,4727.1226
70,21,26,26,25,21,16,89,0.0,1010,25,1,10,113,243,10,23,6,9,2023,246,0,5704,6222.527,5201.126461435999,5795.346
70,14,26,26,24,18,8,51,0.0,1011,24,1,10,113,257,9,22,6,9,2023,246,0,6093,6202.6255,5831.17611495959,5768.1714
70,15,27,27,26,18,12,48,0.0,1010,26,1,10,113,255,9,21,6,9,2023,246,0,6466,6517.622,5838.80534815443,6423.0347
70,21,28,28,27,16,20,80,0.0,1010,27,1,10,113,269,8,20,6,9,2023,246,0,6773,6665.0703,6247.236166939168,6913.2686
70,14,28,28,27,23,28,38,0.0,1009,27,1,10,116,287,11,19,6,9,2023,246,0,6930,6638.2246,6266.696977688667,6475.101
70,13,30,30,30,28,20,33,0.0,1009,30,1,10,113,284,15,18,6,9,2023,246,0,6915,6831.484,5827.086348485137,7037.9453
70,20,31,31,31,31,40,68,0.0,1010,31,7,10,200,275,17,17,6,9,2023,246,0,7048,7798.1294,6524.492062950499,7410.67
