moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,uvIndex,visibility,weatherCode,winddirDegree,windspeedKmph,hourofday,dayofweek,month,year,dayofyear,is_holiday,y,y_pred_lstm,y_pred_prophet,y_pred_xgb
72,2,2,2,2,3,100,96,0.2,1013,2,1,5,332,51,3,23,6,12,2023,365,0,5119,4754.6045,4526.059902519348,4814.601
72,2,2,2,2,2,100,98,0.1,1013,2,1,5,332,95,1,22,6,12,2023,365,0,5296,5001.175,4890.88603143908,5019.2705
72,2,2,2,2,2,100,98,0.1,1013,2,1,5,332,162,2,21,6,12,2023,365,0,5504,5355.101,5243.664664058031,5320.6025
72,2,2,3,2,4,100,96,0.1,1013,3,1,10,326,185,3,20,6,12,2023,365,0,5685,5561.4043,5649.4776804351095,5514.448
72,1,2,3,2,5,100,87,0.0,1013,3,1,10,326,184,4,19,6,12,2023,365,0,5852,5861.529,5782.204447186927,5753.9785
72,0,2,3,2,7,100,78,0.0,1012,3,1,10,176,152,5,18,6,12,2023,365,0,6030,5936.0757,5682.528297573123,5917.0825
72,0,2,3,2,9,100,75,0.0,1012,3,1,10,122,137,6,17,6,12,2023,365,0,6128,5873.421,5527.704280786067,5894.966
72,-1,2,3,2,9,100,73,0.0,1012,3,1,10,122,127,7,16,6,12,2023,365,0,5942,5793.5874,5360.634864290641,5608.513
72,-1,2,3,2,8,100,71,0.0,1012,3,1,10,122,129,6,15,6,12,2023,365,0,5783,5698.3584,5280.542425743502,5281.8154
72,-2,2,3,2,7,100,70,0.0,1012,3,1,10,122,141,5,14,6,12,2023,365,0,5730,5604.7827,5253.191448042505,5347.444
72,-2,2,3,2,7,100,69,0.0,1012,3,1,10,122,158,5,13,6,12,2023,365,0,5707,5498.3667,5264.235421675773,5283.084
72,-2,1,3,1,7,100,69,0.0,1013,3,1,10,122,149,5,12,6,12,2023,365,0,5639,5418.946,5420.602588396777,5220.273
72,-3,1,2,1,6,62,71,0.0,1013,2,2,10,116,141,4,11,6,12,2023,365,0,5484,5384.6323,5299.29268392189,5111.9575
72,-3,1,2,1,5,15,74,0.0,1012,2,2,10,113,147,4,10,6,12,2023,365,0,5291,5190.6133,5161.733997765399,4831.3833
72,-3,1,1,1,5,9,76,0.0,1012,1,2,10,113,152,3,9,6,12,2023,365,0,5057,5112.572,4869.295678215626,4889.5796
72,-3,1,1,1,4,6,76,0.0,1012,1,2,10,113,183,3,8,6,12,2023,365,0,4815,4983.8735,4674.969639936277,4850.658
72,-3,1,1,1,4,4,75,0.0,1012,1,2,10,113,212,3,7,6,12,2023,365,0,4636,4863.7793,4426.8668196591325,4609.9775
72,-3,1,1,1,4,12,74,0.0,1012,1,2,10,113,237,3,6,6,12,2023,365,0,4492,4761.278,4166.9860535866765,4417.1772
72,-3,0,1,0,5,15,72,0.0,1012,1,1,10,113,259,3,5,6,12,2023,365,0,4398,4619.4604,3958.013593700469,4296.8164
72,-4,0,1,0,6,12,72,0.0,1012,1,1,10,113,275,4,4,6,12,2023,365,0,4373,4503.951,3752.661750663781,4150.1553
72,-4,0,1,0,6,7,71,0.0,1012,1,1,10,113,286,4,3,6,12,2023,365,0,4408,4383.4263,3667.059163038376,4143.9375
72,-4,0,1,0,7,62,71,0.0,1012,1,1,10,116,297,5,2,6,12,2023,365,0,4511,4346.8374,3725.591277182773,4354.509
72,-4,0,1,0,8,28,70,0.0,1012,1,1,10,116,299,6,1,6,12,2023,365,0,4670,4181.776,3765.304770682039,4556.8066
72,-4,0,1,0,9,5,69,0.0,1011,1,1,10,113,304,6,0,6,12,2023,365,0,4872,4033.7632,3907.086733422041,4577.9385
76,-3,0,2,0,8,5,69,0.0,1010,2,1,10,113,301,6,23,5,12,2023,364,0,5127,4839.373,4369.748942219287,4726.003
76,-3,1,2,1,9,6,68,0.0,1010,2,1,10,113,315,6,22,5,12,2023,364,0,5444,5116.775,4569.974851285224,5003.148
76,-3,1,3,1,10,6,66,0.0,1010,3,1,10,113,324,7,21,5,12,2023,364,0,5687,5478.2886,5091.678147165458,5196.1577
76,-3,1,3,1,12,6,64,0.0,1009,3,1,10,113,321,8,20,5,12,2023,364,0,5846,5812.874,5385.483408554136,5410.583
76,-3,1,3,1,12,6,60,0.0,1009,3,1,10,113,319,8,19,5,12,2023,364,0,5966,5949.2964,5565.752723630003,5514.471
76,-4,2,4,2,12,5,56,0.0,1008,4,1,10,113,315,8,18,5,12,2023,364,0,6093,5903.79,5577.339795588823,5268.223
76,-4,3,5,3,11,4,52,0.0,1007,5,2,10,113,311,8,17,5,12,2023,364,0,6127,5837.397,5609.855983967923,5262.8438
76,-4,3,5,3,11,2,51,0.0,1007,5,2,10,113,310,8,16,5,12,2023,364,0,5906,5767.656,5493.663403238094,5017.522
76,-4,3,5,3,11,6,51,0.0,1007,5,2,10,113,304,9,15,5,12,2023,364,0,5782,5687.564,5417.077210399651,4908.283
76,-5,2,4,2,12,5,51,0.0,1007,4,2,10,113,306,10,14,5,12,2023,364,0,5751,5657.159,5375.104485861852,5070.1924
76,-5,1,4,1,13,0,54,0.0,1007,4,2,10,113,308,10,13,5,12,2023,364,0,5771,5579.5044,5551.040053374001,4994.9316
76,-5,0,3,0,13,0,58,0.0,1008,3,2,10,113,318,11,12,5,12,2023,364,0,5762,5538.561,5566.895906316084,5044.638
76,-4,-1,2,-1,14,0,62,0.0,1008,2,2,10,113,328,11,11,5,12,2023,364,0,5667,5491.422,5563.867924552414,4902.228
76,-4,-1,2,-1,15,0,67,0.0,1007,2,2,10,113,329,11,10,5,12,2023,364,0,5452,5390.506,5499.674424721467,4740.9404
76,-4,-2,2,-2,14,0,67,0.0,1007,2,2,10,113,329,11,9,5,12,2023,364,0,5248,5298.2354,5539.442422284912,4665.538
76,-4,-1,2,-1,15,0,67,0.0,1007,2,2,10,113,330,11,8,5,12,2023,364,0,4987,5175.6875,5215.458107489772,4700.3784
76,-4,-1,2,-1,16,0,67,0.0,1007,2,2,10,113,330,12,7,5,12,2023,364,0,4785,5065.0166,4975.950163355756,4552.4976
76,-3,-1,2,-1,16,0,67,0.0,1006,2,2,10,113,333,12,6,5,12,2023,364,0,4602,4943.6416,4737.257174314986,4598.2275
76,-2,0,3,0,17,3,69,0.0,1006,3,1,10,113,337,13,5,5,12,2023,364,0,4440,4679.622,4411.461613761328,4347.089
76,-1,0,3,0,16,80,72,0.0,1006,3,1,10,176,339,12,4,5,12,2023,364,0,4404,4694.183,4395.339021344429,4363.253
76,1,1,4,1,14,89,80,0.1,1006,4,1,10,176,345,11,3,5,12,2023,364,0,4392,4534.06,4395.058087971667,4187.022
76,2,2,4,2,11,83,85,0.3,1005,4,1,2,266,308,8,2,5,12,2023,364,0,4435,4456.1816,4390.4630498342885,4251.5327
76,3,2,4,2,11,100,93,0.3,1006,4,1,2,266,295,8,1,5,12,2023,364,0,4575,4397.341,4533.848761875104,4377.845
76,4,2,4,2,12,100,93,0.4,1006,4,1,2,266,270,9,0,5,12,2023,364,0,4782,4272.4224,4717.021118617607,4485.2983
83,4,3,5,3,12,100,93,0.4,1007,5,1,2,266,329,9,23,4,12,2023,363,0,5045,5035.6753,5046.681285618333,4849.8506
83,4,3,5,3,12,100,92,0.4,1007,5,1,2,266,310,9,22,4,12,2023,363,0,5364,5307.9526,5405.176785965863,5115.149
83,4,3,5,3,13,100,89,0.4,1007,5,1,2,266,291,9,21,4,12,2023,363,0,5611,5680.2114,5786.421907765848,5442.2817
83,4,3,6,3,14,100,86,0.3,1007,6,1,2,266,277,10,20,4,12,2023,363,0,5763,6013.4634,6257.554282841896,5575.3955
83,4,4,6,4,17,100,87,0.5,1007,6,1,2,266,267,12,19,4,12,2023,363,0,5849,6202.6206,6253.12576974765,5750.5615
83,4,4,6,4,18,100,88,0.5,1006,6,1,2,266,262,13,18,4,12,2023,363,0,5957,6257.6177,6258.14505401221,5897.6846
83,5,4,6,4,19,100,88,0.6,1006,6,2,2,266,258,14,17,4,12,2023,363,0,6030,6254.0435,6280.592870804248,5947.6255
83,5,4,7,4,22,100,88,0.6,1006,7,2,2,266,258,15,16,4,12,2023,363,0,5786,6175.726,6304.557511565446,5676.5034
83,5,4,7,4,23,100,88,0.5,1006,7,2,2,266,254,16,15,4,12,2023,363,0,5657,6111.144,6222.847163728979,5672.621
83,5,4,7,4,21,100,88,0.3,1006,7,2,2,266,251,14,14,4,12,2023,363,0,5713,6031.5654,6253.1006793583065,5705.232
83,5,4,7,4,18,100,90,0.7,1007,7,2,2,266,248,12,13,4,12,2023,363,0,5708,5890.752,6305.919426080436,5745.4824
83,5,5,7,5,17,100,88,0.4,1007,7,2,2,266,249,12,12,4,12,2023,363,0,5700,5787.807,6196.657844472375,5705.512
83,5,5,7,5,16,100,88,0.1,1007,7,2,10,176,248,10,11,4,12,2023,363,0,5670,5635.09,6138.3152988744605,5582.001
83,5,5,7,5,15,100,88,0.2,1007,7,2,2,266,247,9,10,4,12,2023,363,0,5518,5595.171,6166.412731340713,5541.9946
83,5,5,7,5,15,100,89,0.2,1007,7,2,2,266,253,9,9,4,12,2023,363,0,5323,5490.665,6043.343847775641,5426.0586
83,5,5,7,5,14,100,90,0.1,1007,7,2,10,176,262,9,8,4,12,2023,363,0,5097,5306.4204,5783.530020519233,5178.2363
83,6,5,7,5,14,100,93,0.1,1007,7,2,10,176,260,8,7,4,12,2023,363,0,4876,5195.8906,5569.265468458474,4872.1157
83,6,5,7,5,12,100,96,0.0,1007,7,2,2,143,262,7,6,4,12,2023,363,0,4593,5082.8745,5363.516253428099,4627.4985
83,6,5,7,5,11,100,97,0.0,1007,7,1,0,248,262,6,5,4,12,2023,363,0,4323,4965.044,5075.882486506802,4392.6646
83,6,5,6,5,10,100,98,0.0,1008,6,1,0,248,257,6,4,4,12,2023,363,0,4246,4878.9766,4754.154848442499,4303.801
83,6,5,6,5,8,100,98,0.0,1008,6,1,0,248,243,5,3,4,12,2023,363,0,4268,4754.776,4691.74177462691,4229.2944
83,6,6,6,6,7,100,99,0.0,1008,6,1,0,248,228,4,2,4,12,2023,363,0,4334,4626.596,4566.586884464049,4324.443
83,6,6,6,6,5,100,98,0.0,1008,6,1,0,248,212,3,1,4,12,2023,363,0,4486,4498.6494,4673.795321974355,4299.902
83,6,6,6,6,2,100,98,0.0,1009,6,1,0,248,149,1,0,4,12,2023,363,0,4702,4377.82,4875.598176434016,4426.153
100,3,5,6,5,9,100,87,0.0,1012,6,1,10,122,38,6,23,3,12,2023,362,0,4978,4840.4155,5082.2208496068215,5051.501
100,3,4,5,4,10,100,87,0.0,1012,5,1,10,176,39,7,22,3,12,2023,362,0,5275,5173.2427,5421.292397463515,5359.816
100,3,4,5,4,11,100,87,0.0,1012,5,1,10,176,37,8,21,3,12,2023,362,0,5557,5523.165,5775.020987664447,5707.7314
100,3,3,5,3,11,100,87,0.0,1012,5,1,10,176,42,8,20,3,12,2023,362,0,5713,5952.6235,6232.271554392603,5927.5005
100,3,3,5,3,11,100,87,0.0,1012,5,1,10,176,47,8,19,3,12,2023,362,0,5835,6245.0547,6402.305554096256,6040.6685
100,3,3,5,3,12,100,87,0.0,1012,5,1,10,122,48,9,18,3,12,2023,362,0,5931,6342.4277,6376.768081868149,6187.3887
100,3,3,5,3,13,100,87,0.0,1012,5,2,10,122,46,9,17,3,12,2023,362,0,5999,6347.221,6385.652089603551,6301.8984
100,3,3,5,3,13,100,87,0.0,1011,5,2,10,176,41,10,16,3,12,2023,362,0,5785,6364.0757,6260.39697453029,6000.854
100,4,3,5,3,13,100,87,0.0,1011,5,2,10,122,38,10,15,3,12,2023,362,0,5683,6273.6255,6169.47720159778,5839.051
100,4,3,5,3,12,100,88,0.0,1012,5,2,10,176,44,9,14,3,12,2023,362,0,5719,6240.0957,6191.165248358277,5836.388
100,4,3,5,3,12,100,88,0.0,1012,5,2,10,176,49,9,13,3,12,2023,362,0,5762,6158.039,6210.855184573444,5857.8794
100,4,3,5,3,13,100,88,0.0,1012,5,2,10,176,46,10,12,3,12,2023,362,0,5724,6066.9263,6209.547687568806,5786.1016
100,4,3,5,3,12,100,89,0.0,1012,5,2,10,176,52,9,11,3,12,2023,362,0,5638,5966.0693,6202.000582431267,5730.8477
100,4,3,5,3,12,100,89,0.0,1012,5,2,10,176,42,9,10,3,12,2023,362,0,5566,5860.3774,6126.317893863495,5604.429
100,4,4,5,4,12,100,90,0.0,1012,5,2,10,176,41,8,9,3,12,2023,362,0,5391,5738.8525,5857.358654470031,5460.4326
100,4,4,5,4,11,100,90,0.0,1012,5,2,10,176,53,8,8,3,12,2023,362,0,5189,5619.726,5670.377299438353,5228.2256
100,4,4,6,4,13,100,91,0.0,1012,6,2,10,176,51,9,7,3,12,2023,362,0,4919,5475.7427,5566.135200749764,4928.7305
100,4,4,6,4,14,100,92,0.0,1011,6,2,10,122,58,10,6,3,12,2023,362,0,4636,5314.9277,5259.066397894018,4722.2363
100,5,4,6,4,13,100,93,0.1,1012,6,1,10,176,62,9,5,3,12,2023,362,0,4381,5067.093,4951.857883842274,4472.249
100,5,4,6,4,13,100,94,0.0,1011,6,1,10,176,38,9,4,3,12,2023,362,0,4257,4938.4194,4773.826906600836,4364.0967
100,5,4,6,4,10,100,95,0.0,1011,6,1,2,143,22,7,3,3,12,2023,362,0,4258,4769.6704,4759.739621715257,4312.2256
100,6,5,6,5,10,100,96,0.0,1011,6,1,2,143,13,6,2,3,12,2023,362,0,4317,4614.813,4644.900984329605,4274.5215
100,6,5,6,5,10,100,96,0.0,1011,6,1,2,143,2,6,1,3,12,2023,362,0,4447,4458.147,4734.230608798349,4322.5225
100,6,5,6,5,9,100,97,0.0,1011,6,1,2,143,345,6,0,3,12,2023,362,0,4651,4312.48,4960.792479972329,4619.31
100,6,5,7,5,16,100,92,0.1,1009,7,1,10,176,329,10,23,2,12,2023,361,0,4893,4888.393,5290.03277273622,5061.9624
100,6,5,7,5,18,100,93,0.0,1010,7,1,10,176,343,12,22,2,12,2023,361,0,5214,5137.096,5615.220881809728,5399.26
100,6,5,7,5,20,100,93,0.1,1010,7,1,10,176,335,13,21,2,12,2023,361,0,5524,5514.142,5962.873747356891,5692.7446
100,6,5,7,5,20,100,95,0.2,1010,7,1,2,266,326,13,20,2,12,2023,361,0,5650,6149.9263,6349.67292912985,5883.516
100,7,5,7,5,16,100,96,0.2,1010,7,1,2,266,309,10,19,2,12,2023,361,0,5840,6379.994,6579.67107625761,5883.2324
100,7,6,7,6,12,100,96,0.1,1010,7,1,2,143,278,7,18,2,12,2023,361,0,5948,6401.0776,6442.8373812740765,6145.2695
100,7,6,7,6,6,92,95,0.0,1011,7,2,2,143,25,4,17,2,12,2023,361,0,5994,6205.252,6474.221057768318,6205.946
100,7,7,7,7,12,71,95,0.0,1010,7,2,2,143,324,6,16,2,12,2023,361,0,5836,6320.155,6173.133138869528,5965.3623
100,7,6,7,6,11,100,96,0.0,1010,7,2,2,143,319,6,15,2,12,2023,361,0,5715,6341.4976,6274.905770269906,5938.581
100,7,6,7,6,14,100,97,0.1,1011,7,2,2,143,348,8,14,2,12,2023,361,0,5724,6260.069,6230.821126677817,5973.599
100,7,5,7,5,20,100,98,0.2,1012,7,2,2,266,12,11,13,2,12,2023,361,0,5755,6251.807,6345.657589545336,6108.168
100,7,5,7,5,15,100,99,1.3,1013,7,2,9,296,340,8,12,2,12,2023,361,0,5773,6087.4097,6393.131488227416,5943.4067
100,7,5,7,5,14,100,99,3.9,1014,7,2,7,302,347,8,11,2,12,2023,361,0,5691,5698.7095,6299.514756623776,6045.441
100,6,5,7,5,14,100,99,2.0,1014,7,2,9,296,3,8,10,2,12,2023,361,0,5557,5862.818,6218.5859223768375,5892.6245
100,6,5,7,5,14,100,99,2.5,1014,7,2,9,296,14,8,9,2,12,2023,361,0,5348,5700.6733,6071.594403746872,5671.9873
100,6,5,7,5,12,100,99,3.9,1014,7,2,7,302,87,6,8,2,12,2023,361,0,5112,5436.1035,5883.750198833913,5442.0713
100,7,5,7,5,14,100,99,2.3,1014,7,2,9,296,60,7,7,2,12,2023,361,0,4826,5477.4946,5676.596887079244,5104.5596
100,6,5,7,5,14,100,99,0.4,1015,7,2,2,266,54,7,6,2,12,2023,361,0,4515,5521.517,5500.808619756173,4858.7515
100,7,5,7,5,14,100,99,0.3,1015,7,1,2,266,56,7,5,2,12,2023,361,0,4238,5214.647,5160.847944898148,4608.6885
100,7,6,7,6,11,100,99,0.0,1016,7,1,0,248,84,6,4,2,12,2023,361,0,4100,5042.193,4885.169917185824,4326.019
100,7,6,7,6,13,100,99,0.0,1016,7,1,0,248,86,6,3,2,12,2023,361,0,4075,4889.8926,4798.471717914945,4237.337
100,6,6,7,6,8,100,99,0.0,1016,7,1,0,248,89,4,2,2,12,2023,361,0,4130,4730.8433,4833.220955719246,4243.7983
100,6,6,7,6,8,100,99,0.0,1017,7,1,0,248,133,4,1,2,12,2023,361,0,4267,4569.418,4934.453681374287,4274.3213
100,7,6,7,6,8,100,99,0.0,1017,7,1,0,248,96,4,0,2,12,2023,361,0,4438,4377.907,5115.04883814297,4342.1733
95,6,6,6,6,10,100,99,0.0,1017,6,1,0,248,61,5,23,1,12,2023,360,1,4685,4572.2227,5208.870217508322,4864.6055
95,6,5,6,5,10,100,99,0.0,1017,6,1,0,248,69,5,22,1,12,2023,360,1,4949,4787.4585,5701.428240465288,5119.7476
95,6,5,6,5,13,100,99,0.0,1017,6,1,0,248,88,6,21,1,12,2023,360,1,5181,5168.7026,6051.785589194474,5448.2783
95,6,5,6,5,14,100,98,0.0,1017,6,1,0,248,89,6,20,1,12,2023,360,1,5336,5539.527,6356.753018415022,5697.263
95,5,4,6,4,14,100,98,0.0,1017,6,1,0,248,91,7,19,1,12,2023,360,1,5440,5813.466,6649.8661705774975,5796.3945
95,6,4,6,4,16,100,98,0.0,1017,6,1,0,248,87,8,18,1,12,2023,360,1,5526,5885.329,6655.000711330338,6003.4595
95,6,4,6,4,16,100,98,0.0,1018,6,2,0,248,88,8,17,1,12,2023,360,1,5565,5741.312,6672.77077746017,6039.2197
95,6,4,6,4,15,100,99,0.0,1018,6,2,0,248,99,8,16,1,12,2023,360,1,5325,5759.3335,6549.403130737007,5786.9824
95,6,4,6,4,15,100,99,0.1,1018,6,2,0,248,97,8,15,1,12,2023,360,1,5185,5750.4404,6462.072900527408,5627.4346
95,6,4,6,4,14,100,99,0.2,1018,6,2,2,266,93,7,14,1,12,2023,360,1,5142,5753.194,6448.598971439109,5668.5356
95,5,4,6,4,14,100,99,0.4,1019,6,2,2,266,104,7,13,1,12,2023,360,1,5147,5713.951,6453.3627357373925,5723.9053
95,5,4,5,4,15,100,98,0.7,1020,5,2,2,266,102,8,12,1,12,2023,360,1,5142,5653.939,6287.98928565972,5657.11
95,5,4,5,4,16,100,96,0.4,1021,5,2,2,266,101,9,11,1,12,2023,360,1,5077,5523.2515,6266.719247173495,5557.3696
95,4,3,5,3,16,100,95,0.4,1021,5,2,2,266,101,8,10,1,12,2023,360,1,4935,5441.153,6339.471971147544,5463.4155
95,4,3,5,3,14,79,94,0.1,1021,5,2,2,143,94,7,9,1,12,2023,360,1,4767,5037.231,6166.21405568598,5386.8403
95,4,3,5,3,17,100,94,0.1,1021,5,1,10,176,95,8,8,1,12,2023,360,1,4582,4997.928,5825.8969345151445,5156.7227
95,4,3,5,3,17,100,93,0.0,1021,5,1,10,122,107,8,7,1,12,2023,360,1,4466,4796.872,5566.103282356469,4869.57
95,4,3,5,3,17,100,93,0.0,1021,5,1,10,122,96,8,6,1,12,2023,360,1,4321,4646.942,5295.940949159938,4636.286
95,4,3,5,3,14,58,92,0.0,1022,5,1,10,116,105,7,5,1,12,2023,360,1,4165,4378.28,5030.198660093044,4419.2896
95,4,4,5,4,12,27,92,0.0,1022,5,1,10,116,117,6,4,1,12,2023,360,1,4086,4169.5264,4692.2024614109005,4219.1396
95,4,4,5,4,9,26,93,0.0,1022,5,1,10,116,118,4,3,1,12,2023,360,1,4086,4054.771,4641.705264097072,4178.1333
95,4,4,5,4,11,12,94,0.0,1022,5,1,10,113,97,5,2,1,12,2023,360,1,4155,3918.768,4611.859692428126,4262.9893
95,4,4,5,4,10,18,95,0.0,1023,5,1,2,143,106,5,1,1,12,2023,360,1,4282,3645.6929,4776.054648652723,4314.0723
95,4,4,5,4,13,50,95,0.0,1023,5,1,2,143,78,6,0,1,12,2023,360,1,4447,3606.586,4957.195679964769,4559.443
88,4,4,5,4,10,17,94,0.0,1023,5,1,10,113,86,5,23,0,12,2023,359,1,4640,4610.189,5170.898957225326,4694.456
88,4,4,5,4,12,18,95,0.0,1023,5,1,2,143,90,6,22,0,12,2023,359,1,4850,4713.287,5555.055821554,4963.7417
88,4,4,5,4,14,25,95,0.0,1023,5,1,2,143,85,7,21,0,12,2023,359,1,5008,5085.335,5910.556477047104,5319.8867
88,5,4,5,4,16,34,96,0.0,1023,5,1,2,143,75,8,20,0,12,2023,359,1,5112,5366.454,6219.923120331855,5599.0645
88,5,4,5,4,17,26,96,0.0,1023,5,1,2,143,75,8,19,0,12,2023,359,1,5199,5530.6274,6374.510136868178,5732.781
88,5,4,6,4,17,23,95,0.0,1023,6,1,2,143,72,8,18,0,12,2023,359,1,5330,5497.459,6536.067949470802,5862.945
88,5,4,6,4,16,37,92,0.0,1023,6,3,10,116,76,9,17,0,12,2023,359,1,5456,5278.1562,6608.920727108318,5984.042
88,5,5,6,5,13,43,91,0.0,1023,6,3,10,116,82,8,16,0,12,2023,359,1,5308,5293.31,6356.702662952557,5959.585
88,5,5,6,5,12,62,91,0.0,1024,6,3,10,116,77,7,15,0,12,2023,359,1,5200,5315.798,6308.606944261043,5786.0776
88,5,5,6,5,12,80,93,0.0,1024,6,2,10,119,75,8,14,0,12,2023,359,1,5211,5432.7295,6178.768502484903,5561.762
88,5,4,6,4,12,93,94,0.0,1025,6,2,2,143,75,8,13,0,12,2023,359,1,5252,5268.4116,6417.787684116144,5545.8447
88,5,4,6,4,12,92,94,0.0,1026,6,2,2,143,81,8,12,0,12,2023,359,1,5271,5149.832,6430.24387448806,5513.3984
88,5,3,5,3,15,96,96,0.0,1026,5,2,2,143,75,9,11,0,12,2023,359,1,5214,5115.2817,6372.734856975745,5594.579
88,4,3,5,3,16,100,97,0.0,1026,5,1,0,248,70,9,10,0,12,2023,359,1,5064,5118.9175,6214.861311210731,5413.435
88,4,2,5,2,16,100,97,0.0,1026,5,1,0,248,73,10,9,0,12,2023,359,1,4849,4959.0693,6212.63062697506,5324.639
88,4,2,5,2,16,100,97,0.0,1026,5,1,2,143,75,10,8,0,12,2023,359,1,4622,4690.434,5960.196318607522,5204.7007
88,4,2,4,2,19,100,96,0.0,1026,4,1,2,143,73,12,7,0,12,2023,359,1,4461,4569.685,5514.592566641521,4925.1743
88,4,2,4,2,18,100,96,0.0,1026,4,1,2,143,73,11,6,0,12,2023,359,1,4311,4438.352,5251.137210929103,4582.1675
88,4,2,4,2,17,100,95,0.0,1026,4,1,2,143,78,11,5,0,12,2023,359,1,4191,4301.6323,5000.746114000463,4206.1777
88,3,2,4,2,18,100,95,0.0,1026,4,1,2,143,77,12,4,0,12,2023,359,1,4145,4187.6978,4787.159388310365,4026.0667
88,3,1,4,1,19,100,94,0.0,1026,4,1,10,122,80,12,3,0,12,2023,359,1,4163,4258.725,4784.334038439932,3941.508
88,3,1,4,1,17,100,94,0.0,1027,4,1,2,143,83,11,2,0,12,2023,359,1,4252,3976.4497,4861.144356606234,4038.6821
88,3,1,4,1,18,100,94,0.0,1027,4,1,10,122,87,12,1,0,12,2023,359,1,4399,4050.4565,4867.957645312888,4103.5254
88,3,1,4,1,17,100,93,0.0,1027,4,1,10,122,91,12,0,0,12,2023,359,1,4587,3954.7305,5031.552891189499,4286.899
80,2,2,4,2,12,57,92,0.0,1028,4,1,10,116,92,8,23,6,12,2023,358,0,4820,4737.8853,4902.073049781902,4771.8003
80,2,2,3,2,9,58,92,0.0,1028,3,1,10,116,93,6,22,6,12,2023,358,0,5048,4965.906,5107.267021016981,5104.37
80,2,2,3,2,10,69,95,0.0,1028,3,1,2,143,90,6,21,6,12,2023,358,0,5216,5364.1396,5529.921854895448,5373.106
80,2,2,3,2,5,68,94,0.0,1028,3,1,2,143,98,3,20,6,12,2023,358,0,5353,5649.415,5875.841091159533,5463.42
80,2,3,3,3,5,53,93,0.0,1028,3,1,10,116,112,3,19,6,12,2023,358,0,5510,5811.3623,5810.942372253601,5515.247
80,2,3,4,3,11,47,89,0.0,1027,4,1,10,116,52,7,18,6,12,2023,358,0,5688,5824.894,5882.342714438034,5587.6895
80,2,3,4,3,7,78,87,0.0,1028,4,1,10,119,9,5,17,6,12,2023,358,0,5817,5809.843,5838.91893794004,5663.411
80,2,3,4,3,7,78,87,0.0,1028,4,1,10,119,3,5,16,6,12,2023,358,0,5684,5737.992,5698.65449858615,5329.16
80,2,3,4,3,5,80,87,0.0,1028,4,1,10,119,334,4,15,6,12,2023,358,0,5553,5608.54,5672.7296850259245,4887.8364
80,2,3,4,3,6,76,88,0.0,1028,4,1,10,119,337,5,14,6,12,2023,358,0,5542,5502.629,5624.595923357678,4928.4824
80,2,3,4,3,7,75,89,0.0,1028,4,1,10,119,331,5,13,6,12,2023,358,0,5559,5403.106,5628.811778736135,4897.1855
80,2,2,3,2,9,77,92,0.0,1028,3,1,10,119,343,6,12,6,12,2023,358,0,5551,5361.104,5609.55654763928,5161.3496
80,2,1,3,1,11,81,94,0.0,1028,3,1,10,119,340,7,11,6,12,2023,358,0,5466,5280.194,5712.955435731602,5147.486
80,2,1,3,1,12,89,95,0.0,1028,3,1,2,143,333,8,10,6,12,2023,358,0,5305,5118.153,5681.867810958451,4941.2437
80,2,1,3,1,13,93,95,0.0,1027,3,1,2,143,327,8,9,6,12,2023,358,0,5095,5026.0894,5539.376306025061,4877.36
80,2,0,3,0,12,93,95,0.0,1027,3,1,2,143,318,8,8,6,12,2023,358,0,4829,4928.266,5492.46362918758,4764.7905
80,2,1,3,1,12,95,95,0.1,1026,3,1,2,143,319,8,7,6,12,2023,358,0,4607,4797.981,5088.1947669876345,4470.6646
80,2,1,3,1,12,95,95,0.0,1025,3,1,2,143,322,8,6,6,12,2023,358,0,4429,4694.6777,4815.891682026123,4199.139
80,2,1,3,1,12,100,95,0.0,1025,3,1,2,143,316,7,5,6,12,2023,358,0,4314,4599.6724,4586.2558986333215,4015.7847
80,2,1,3,1,11,100,95,0.0,1025,3,1,2,143,320,6,4,6,12,2023,358,0,4296,4483.3604,4426.908239566773,4125.4883
80,2,1,3,1,11,100,96,0.0,1025,3,1,2,143,325,6,3,6,12,2023,358,0,4327,4366.9824,4346.639651790792,4106.515
80,2,1,3,1,11,100,97,0.0,1024,3,1,2,143,320,6,2,6,12,2023,358,0,4433,4250.6353,4351.42420356593,4224.171
80,3,2,3,2,9,100,98,0.1,1024,3,1,0,248,311,5,1,6,12,2023,358,0,4593,4150.545,4373.658400142292,4430.815
80,3,2,3,2,7,100,98,0.2,1024,3,1,2,266,283,4,0,6,12,2023,358,0,4802,3997.3313,4554.996949799265,4512.1445
73,3,2,4,2,12,100,97,0.0,1023,4,1,2,143,233,7,23,5,12,2023,357,0,5078,4952.323,4907.202796503529,4842.055
73,3,2,4,2,12,100,96,0.0,1023,4,1,2,143,225,7,22,5,12,2023,357,0,5365,5197.653,5256.038396348853,5198.0
73,3,2,4,2,13,100,96,0.0,1023,4,1,2,143,214,8,21,5,12,2023,357,0,5623,5554.2607,5616.804503780127,5401.1304
73,3,2,4,2,12,100,95,0.2,1023,4,1,2,266,199,7,20,5,12,2023,357,0,5812,5876.8154,5986.391530213022,5549.691
